,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,tempo_bpm,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,is_ai
Thieves in the Temple,-283.40854,90.14149,-8.391367,18.71137,-0.20611289,-8.962225,-17.193316,-8.3091,-10.419127,3.1645763,-9.984714,-3.2885191,-7.2156577,-3.4683297,-10.550213,-3.7385602,-9.94214,-8.2739525,-8.857787,-4.8915524,86,0.19736655,0.4607804,0.5433697,0.20356838,0.124594405,0.2960189,0.19172108,0.2797307,0.17083764,0.24282038,0.35362852,0.15936036,0
Things,-72.66256,108.52325,-5.016169,33.169765,-1.2009076,2.6760974,-1.4358509,-5.525634,-8.518921,1.9719357,-13.001723,-5.081067,-13.620531,-0.5616497,-9.989172,0.56060517,-6.0221777,-3.381022,-3.7575598,-5.528608,172,0.19355483,0.19875886,0.16694109,0.31776866,0.49709976,0.21434307,0.21002279,0.22871026,0.42553228,0.33078355,0.23300475,0.33187726,0
Things Can Only Get Better - Remastered,-152.03447,76.29704,-6.459252,4.5270457,6.429969,-6.1539736,-4.3204746,-1.634985,-12.21699,0.55393654,-10.648605,-0.9049103,-7.276352,-2.4233022,-8.785303,-1.3811449,-13.292351,-8.205329,-9.955317,-6.4786773,123,0.32618994,0.3222248,0.40076846,0.551034,0.26275232,0.27189708,0.23038572,0.20815842,0.22746544,0.21847288,0.25922525,0.19205463,0
Things Don't Seem - Remastered,-31.597893,83.20496,-4.644173,35.65481,18.325949,0.6630095,2.2470877,6.002758,4.3408284,2.530584,2.1960104,5.392789,-6.843815,-3.6930783,0.02716499,3.1224415,-9.037802,-2.4242558,0.9630069,0.0052824225,86,0.3848996,0.45198542,0.5948221,0.3598171,0.38253802,0.40120175,0.38780138,0.40470257,0.28413865,0.43292642,0.2451959,0.2718792,0
Think About Us (feat. Ty Dolla $ign),-111.2079,83.13738,-8.874153,9.1371355,0.54981726,-3.6658561,-5.790575,-8.841774,-9.883092,4.8877506,-18.074463,-2.9278026,-12.053928,0.03154119,-9.096812,-5.4950213,-7.4636893,-4.8668003,-7.8550596,-0.86227125,172,0.34772414,0.19280514,0.33954763,0.4479604,0.25031117,0.2759036,0.26587057,0.5556806,0.29063058,0.3031915,0.37677363,0.29647446,0
Think About You,-159.5174,86.72444,13.078572,29.250944,17.082705,6.84514,5.434686,0.10845598,3.3393524,5.7472734,-8.490173,-0.780841,-5.897255,1.3401619,-7.8039694,-1.652419,-4.345512,-5.3600993,-6.065875,-1.2937243,107,0.51278496,0.41557884,0.47257924,0.36970764,0.34813786,0.30195236,0.33496088,0.37287384,0.39137468,0.4767629,0.41226825,0.4274658,0
Think Twice,-193.52083,130.71953,-24.588924,33.6842,-6.822528,10.9644375,3.15481,6.3770633,-5.3590055,7.4687486,-0.698351,3.5726156,-4.9537125,-6.8136888,0.80824953,5.1370115,-2.1592,3.2449093,-2.873199,-4.6129327,172,0.17197311,0.15740106,0.10689446,0.33487812,0.60728514,0.25711083,0.21812782,0.14636207,0.36544737,0.2920813,0.18571934,0.4513623,0
Think of Me,-104.983574,82.418175,18.18652,26.115463,0.54681224,-2.1139116,-4.5867124,-13.322574,0.7264843,-7.533315,-7.433285,-4.624207,-9.885336,0.4136598,-7.059879,-9.524376,-1.9773834,-0.99295706,-4.1170573,0.692295,112,0.37448794,0.2676712,0.489247,0.23216885,0.25374615,0.16874385,0.34464034,0.43129054,0.19050755,0.22817029,0.26660287,0.5670029,0
This Ain't A Love Song,-287.89767,118.15912,-1.2693484,12.578177,-0.14533775,-6.6314197,-11.691669,-15.633724,-12.750522,-12.659059,-16.948462,-13.6064,-16.277184,-10.919791,-12.488979,-12.579969,-11.898017,-6.8344936,-5.4992766,-0.8851034,161,0.238813,0.19619144,0.17420086,0.2869977,0.3666033,0.12953134,0.22965309,0.11701693,0.19947237,0.20464197,0.15178108,0.3409652,0
"This Ain't A Scene, It's An Arms Race",-120.29921,87.07306,7.227775,20.2976,-4.411162,-3.2522268,-13.202839,-6.0563407,0.84673184,2.4789877,-4.2421203,2.757629,-0.36328173,2.5182762,1.447494,0.9186664,-6.1177454,-6.289763,-4.103061,3.5495281,99,0.49279404,0.2941382,0.22270127,0.34309402,0.60367584,0.31735358,0.1981851,0.2608101,0.35725212,0.44267046,0.37552273,0.39344403,0
This Ain't Love,-162.03609,97.88503,-7.825915,17.885365,7.5614843,-0.42881733,5.683701,-7.9807014,-5.631871,-2.8580968,-18.87009,-0.121470824,-10.084874,-17.053776,-9.398997,-7.9764595,-3.3784664,-1.7364799,-2.5143921,-0.1955556,161,0.36854205,0.28482077,0.5490412,0.21465668,0.26018938,0.3011367,0.23339315,0.36666557,0.17171685,0.26215914,0.23563477,0.3266872,0
This City - Luca Schreiner Remix,-166.08403,99.68192,18.832691,9.058152,-7.640223,-6.955642,-19.287863,-13.179662,-19.709295,-7.9562354,-5.5370574,-2.1092262,-6.2585845,-6.884816,-9.963694,-9.314946,-9.5522375,-7.3624387,-13.433209,-9.729548,112,0.24401645,0.45452398,0.22578959,0.3494638,0.18105108,0.23881584,0.443603,0.21792744,0.2694507,0.18526085,0.30465773,0.41952384,0
This Craziness Inside of Me,-31.705542,80.706345,-9.601195,36.829647,17.480194,12.997808,-1.1089729,6.3362565,-0.39053932,-1.3312973,-6.797088,4.1041965,-5.5648303,-0.89756685,-6.0118055,-3.7661557,-4.4022636,-3.4481034,-7.9275665,5.111431,129,0.3870305,0.2713229,0.35502973,0.2311954,0.40315947,0.28560746,0.32203445,0.5012003,0.38494694,0.5585323,0.30194256,0.47457957,0
This Diamond Ring,-141.72218,72.57992,-9.500744,38.68041,-12.674083,0.56344515,-8.857671,5.127219,-7.4108343,-3.2665687,-1.072457,-1.0913033,-7.457344,2.9506185,-9.474637,-6.806722,-10.816683,-5.8422003,-9.50444,-7.2420683,135,0.53601724,0.46452913,0.31672537,0.29349107,0.3306024,0.42422467,0.35068738,0.37902895,0.33497664,0.31776685,0.4246895,0.32349652,0
This Feeling,-166.4155,113.45968,12.327888,15.945449,16.67514,-5.1149063,6.861632,-9.522105,-0.15394823,2.5955951,-12.375118,4.6250906,-3.9613342,3.2675536,-5.400927,-3.4667544,-3.2940977,-0.796736,0.1778632,3.4351568,103,0.3400621,0.5108562,0.22802505,0.32702768,0.19020477,0.40425855,0.2274886,0.20428362,0.48315585,0.25761098,0.3017805,0.22843742,0
This Fire,-185.30904,142.75377,6.63308,22.80909,14.047121,11.028803,2.4501083,3.4838717,-4.9011273,0.01237313,0.13330941,8.812493,4.077996,-5.078206,-10.638726,-6.5666223,-5.5601835,1.3091731,-6.5448546,-15.22417,117,0.21711008,0.12963194,0.2736388,0.6622477,0.22215788,0.13047715,0.14635937,0.23804332,0.2859409,0.22878693,0.514676,0.23569646,0
This Girl Is a Woman Now,-217.71173,130.66304,3.0683343,12.517117,6.733291,10.030598,-6.365893,7.884156,-2.1286182,6.768015,-11.875881,-3.6956515,-0.03808386,-1.7138846,-3.7648191,2.9531565,-3.8763032,-1.2679026,-2.5906305,-1.0726728,99,0.27985945,0.23171537,0.23169054,0.109966494,0.21671213,0.55286646,0.294332,0.24710268,0.1807574,0.30309874,0.25981942,0.19675179,0
This Guy's In Love (With You),-260.0643,80.83267,33.84741,34.135597,10.004846,19.999376,16.63399,14.547697,4.394017,-3.9740946,-8.825947,-1.9968505,-2.6021214,-5.7941422,-2.688089,1.8347844,-0.6375572,3.2155464,-2.9250457,-1.8948277,66,0.6078406,0.28584608,0.19088596,0.16827682,0.37259457,0.29019535,0.1681619,0.2042317,0.16092694,0.2918322,0.24121472,0.2556193,0
This Guy's In Love With You,-290.5846,152.23276,24.9399,12.730991,4.946592,7.3725195,0.04947908,0.49676836,-5.640605,2.336165,-1.5101705,2.501602,-2.9380772,-3.9844537,-7.281667,-1.4768227,-6.2349253,2.100027,1.2702043,4.961164,83,0.22954015,0.39852262,0.2093821,0.22651583,0.24975133,0.6548667,0.33604044,0.1583578,0.3068821,0.16357242,0.27239215,0.19753349,0
This Heart Attack,-78.61092,80.41266,3.8971882,33.561428,2.9574316,9.671004,1.5861397,11.911682,-4.445048,5.607671,2.0146005,4.2126737,1.8997973,1.7994556,-3.2056198,6.01478,-3.845767,-0.3732625,-4.7761464,-3.316992,123,0.30561984,0.3520401,0.30199268,0.42846742,0.3944869,0.30154836,0.4127552,0.32154864,0.41809317,0.32339266,0.33068925,0.4692901,0
This I Promise You,-245.77448,109.11721,29.044245,22.017284,13.370185,13.043309,1.7249646,3.6240714,-5.057417,-1.0117552,-9.26315,0.6448963,-8.5946045,-2.9255178,-7.530878,-0.9495502,-2.0405755,0.2646592,-2.7144654,2.5416906,83,0.22964156,0.22343832,0.40920833,0.24177776,0.30771515,0.21559471,0.37974417,0.3156971,0.23823954,0.31812212,0.2015852,0.33038288,0
This Is America,-139.91739,90.15251,-21.97712,-12.46142,-14.7977915,-10.412279,-27.479156,-8.800211,-12.333933,-0.50861686,-5.3498483,-1.4071388,-6.291705,-0.3509615,-4.4054766,-5.452988,-7.5688524,-4.33457,-6.7891126,-3.3066611,92,0.34940538,0.20482326,0.23012394,0.29915145,0.46280107,0.37213358,0.24673869,0.38238752,0.27436143,0.34819993,0.22461693,0.30239788,0
This Is Heaven,-89.428406,99.76911,28.42453,23.54026,14.280697,8.275655,-3.8466382,5.0282245,-2.7643836,6.4316354,-5.7061563,-1.8294003,-5.393746,0.4739655,-4.888811,0.6149639,-5.2129526,0.80102617,-3.6920464,6.7466326,99,0.60499024,0.40280482,0.46060464,0.29893214,0.3773399,0.42286083,0.29812813,0.38845924,0.29691082,0.37791333,0.3501397,0.39590237,0
This Is How We Do,-54.740246,60.15839,-4.577735,31.171482,4.6145763,7.9893894,2.4667637,7.4312506,2.1643076,5.5188713,-2.0037856,4.6218486,-2.8041494,2.7619061,0.8836227,0.54526067,-1.1429532,-0.19031478,-5.5447426,0.8935529,95,0.48753908,0.3793146,0.52103704,0.35401276,0.42821553,0.37827134,0.33191982,0.3526474,0.3349164,0.5122159,0.3505738,0.42540735,0
This Is How We Party,-30.862652,47.60118,2.6416676,20.960173,-8.738707,5.6389513,-4.956416,-1.3641089,-2.408608,3.2057428,-8.613505,3.7439547,-6.4110203,2.5293713,-6.1836667,1.7693698,-3.4687855,-0.6746347,0.013778946,0.51455,112,0.3849488,0.46623623,0.4742099,0.3958423,0.47836626,0.4728261,0.6115132,0.44874135,0.47135165,0.503383,0.36642945,0.42509234,0
This Is How a Heart Breaks,-72.169754,74.05779,16.787355,33.48824,17.094875,23.443892,12.04663,14.63235,8.199219,13.17459,5.117588,11.11402,2.7894037,6.112209,0.72071874,2.0469837,-1.9938419,2.232983,-3.2292175,-1.0289702,92,0.3894992,0.44007558,0.6822927,0.47835255,0.39205894,0.3397879,0.401373,0.45235965,0.41945443,0.46232018,0.3959154,0.35320583,0
This Is My Song,-153.39113,83.908646,-6.7576003,19.841951,-6.1061897,1.3423266,1.2377994,-5.5238805,-11.319238,-2.2015352,-8.589818,-2.9816363,-5.843219,-4.100427,-5.7805753,-3.389761,-1.6497467,-1.1515641,-11.5585575,-5.9949546,161,0.39557073,0.24685512,0.4118101,0.16563994,0.3048611,0.21549591,0.09766372,0.13768342,0.2691516,0.3415503,0.25106674,0.22094946,0
This Is What It Feels Like,-149.82489,128.68634,23.733767,-18.590044,22.543135,-14.215094,-5.4883733,-9.229558,-18.877337,-2.675217,-16.709377,0.7162585,-23.781544,-9.721539,-16.933043,1.7341528,-10.031523,-1.9709367,-11.424108,-4.278937,129,0.31012768,0.15203555,0.12458428,0.3848882,0.18500379,0.27703947,0.103378996,0.20617582,0.6871973,0.19196989,0.09449424,0.10345753,0
This Is What You Came For,-72.80459,89.48322,-8.318324,0.31320256,-3.9642856,-15.913978,-7.499751,-21.990849,-6.951204,-17.87829,-11.701147,-7.5393662,-12.220283,0.29405946,-9.351739,-4.037205,-8.457796,-6.2951465,-5.084261,2.739704,83,0.46373755,0.2030445,0.2625916,0.14675893,0.25692654,0.12938283,0.13890871,0.39398792,0.20856848,0.39377403,0.17152967,0.2635365,0
This Is Your Night,15.148913,47.706833,-5.667258,20.539526,0.91190153,0.6214059,-0.03528191,1.3787364,-8.34111,9.6628685,-10.242259,3.4277997,-2.918112,1.5756615,-3.564399,-0.02275591,-5.344416,-5.363369,-2.8350592,3.6845818,129,0.53557247,0.34748533,0.42475158,0.3386461,0.493896,0.31691122,0.26241052,0.3514103,0.29489735,0.3772613,0.29296255,0.5331835,0
This Is a Call,-165.28943,87.875946,-14.431333,15.585155,2.6457715,5.1342,-7.7625995,2.3147676,-3.16401,-1.8772328,-2.9529557,0.30336097,-9.521759,-6.843059,-5.7714596,-7.938924,-9.0311575,-0.4958995,-3.5667174,-3.3690805,151,0.2883929,0.32051584,0.43464246,0.47592825,0.5272472,0.33837053,0.35537195,0.30819905,0.4022493,0.26502874,0.2518253,0.4673016,0
This Kiss,-79.71379,88.752754,-0.96634525,36.254204,11.84471,9.432849,4.092573,6.257826,-0.12692423,5.0415454,-6.0425982,1.1488914,-2.4645762,4.9224243,0.61271477,1.2898123,-3.7198756,0.10253942,-4.503548,-0.008780288,92,0.27939788,0.3960642,0.2661089,0.3286844,0.32427764,0.20073856,0.338271,0.3073855,0.42702457,0.4078304,0.356059,0.51016515,0
This Love,-112.72751,75.22381,13.892669,13.980143,8.118334,4.6928086,2.7793498,3.6529326,4.4779177,-1.3188994,-3.2679787,5.7212744,-4.261658,2.57851,-4.2004776,-1.5101739,0.07036645,1.906226,3.2051532,6.3466535,78,0.48341644,0.29103062,0.3035606,0.44202268,0.30205113,0.33770356,0.34831777,0.4840651,0.4564962,0.33835024,0.3334515,0.32805094,0
This Love of Mine,-157.94147,133.69008,-19.509338,33.414234,2.3174057,5.891603,-5.0139356,4.4773946,-4.516715,0.30790848,-6.707465,-4.4049883,-6.208389,-1.6380941,1.1745253,6.0777855,3.0188959,2.8035567,-6.928282,-0.682354,161,0.14585857,0.35324582,0.3350464,0.17585006,0.32533213,0.19025838,0.43490157,0.19153564,0.41727602,0.59640414,0.37154296,0.31200868,0
This Ole House,4.541345,64.4713,-13.563702,19.830175,5.8412595,9.660601,0.0712696,8.854353,-2.836142,8.293596,0.36711192,2.2189598,-0.4158514,3.252612,-2.3311164,0.14138313,-4.931866,-2.0266228,-7.7412405,-2.0553606,95,0.41916966,0.37147135,0.50215334,0.42073998,0.451019,0.5946382,0.39889228,0.40268525,0.3513341,0.4468227,0.54731965,0.3988583,0
This One's For The Girls,-104.760376,59.10207,-7.256842,26.40639,-15.294508,4.3854446,-12.091334,-3.4148228,-5.730546,-6.825247,-6.5111294,-0.40071034,1.210717,-2.2497942,-4.505845,11.190672,2.169192,-4.384178,4.2636747,1.817079,99,0.29214734,0.3198072,0.58074826,0.38148835,0.21795614,0.26269037,0.19570717,0.32309422,0.38121676,0.50826716,0.5750584,0.33354124,0
This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),-123.423904,120.69263,-6.0368767,20.288435,8.219045,8.167938,2.494005,0.6470171,13.521672,4.6834784,-2.230512,4.7242928,-5.692092,3.8954453,-1.3453804,2.8670776,-0.09379408,-3.6612568,1.7202488,3.6842074,143,0.54725933,0.24584351,0.19052128,0.19729799,0.39589992,0.4252301,0.30819255,0.41210678,0.28782994,0.3617587,0.23320924,0.3399534,0
This Time Around,-224.29774,128.75499,-22.953558,10.808857,3.4660728,-8.502738,-19.479395,-12.79816,-10.481213,-6.2519145,-4.560725,-4.643402,-7.667922,-7.255662,1.4955435,6.5763383,-2.2527869,-8.137785,-8.741134,-3.5865383,161,0.27751097,0.28057104,0.16597274,0.5661955,0.16045974,0.1749537,0.1665721,0.16850266,0.51100886,0.19826129,0.25581142,0.15441698,0
This Time I Know It's For Real,-71.924355,56.97406,-23.060095,17.399931,9.604569,14.943952,11.09019,3.7640994,2.8611271,8.4893,-3.6599503,4.890001,1.7628168,7.1598253,-11.184728,-4.4085608,-4.1719913,6.0321546,0.61350924,4.8167405,123,0.38768622,0.44245562,0.6347823,0.29435748,0.25374573,0.1751186,0.2939342,0.37713197,0.27842233,0.41625273,0.37404245,0.41516858,0
This Will Be (An Everlasting Love),-203.31247,106.96632,-12.517434,20.203972,2.0377076,9.421371,-5.035472,3.418671,-5.4407783,3.836907,-6.5018845,-2.7399123,-6.4719925,-3.0154274,-7.1210294,-5.5991936,-4.601972,-0.1397211,-6.001105,-2.5747073,123,0.4112503,0.24245767,0.41058093,0.2716639,0.23136821,0.50062704,0.32697773,0.44385517,0.2747709,0.32179734,0.44346693,0.28549677,0
Thong Song,-156.99786,70.53644,-14.673544,2.4393034,-18.544743,-21.24814,-18.787418,-13.138375,-14.884598,-15.003705,-19.911682,-11.568882,-14.899003,-14.887352,-17.643784,-12.05346,-17.175581,-9.679115,-14.560001,-6.8953705,129,0.35338154,0.81382406,0.30346555,0.27318698,0.27779496,0.23054484,0.20224713,0.25501,0.5708339,0.50310785,0.26051676,0.24664077,0
Thorn in My Side - Remastered,-26.388962,37.7769,-8.696167,29.665363,1.9947022,10.480345,-5.667337,3.704871,0.0030135873,-1.2086341,-8.989442,2.2871256,-8.182593,-5.2254763,-8.77912,-7.9597774,-13.0066,-2.3886428,-8.34198,-0.67132133,123,0.30619302,0.5512859,0.68398625,0.39378214,0.38351092,0.26287353,0.416193,0.41066456,0.42002246,0.5253822,0.35438624,0.36496258,0
Those Kinda Nights (feat. Ed Sheeran),-96.98498,76.73789,6.1950336,25.530888,7.0912232,10.436005,-2.326687,7.683454,-8.692161,1.0005707,-2.5024538,-2.1215348,-0.09586261,2.4033902,-5.376863,3.3036923,-9.244109,-0.025748521,-4.0520496,-1.1669567,103,0.45247582,0.34895155,0.36619943,0.38755602,0.43477288,0.44164303,0.33800805,0.29920444,0.3187367,0.55673224,0.49711376,0.4479646,0
"Those Lazy, Hazy, Crazy Days Of Summer",-23.327091,86.603325,-19.128864,11.490354,-11.574232,0.64405715,-6.6281567,10.289841,-15.313143,2.0488849,-7.1932034,0.37566838,-0.6359461,-4.4455476,-0.5116761,-0.41699418,-8.432571,-5.2191153,-1.6856931,-4.1272335,92,0.419907,0.34307343,0.44968233,0.35474244,0.42587885,0.4028544,0.28155455,0.35585457,0.33903667,0.4402666,0.37185258,0.31295434,0
Those Were The Days - Remastered,-184.56589,121.14974,-22.100208,25.577742,-2.4044132,-2.2874956,-8.348711,0.34726584,-7.786395,-3.282111,-14.464743,-1.2427123,-6.3602705,1.814719,-4.953824,1.7749498,-3.381896,1.9675958,-3.2266302,-3.7511568,172,0.22509043,0.4140839,0.21889763,0.10736484,0.12440159,0.21718071,0.48216602,0.20482467,0.26481956,0.33889404,0.22733407,0.35620233,0
Thought I'd Died And Gone To Heaven,-41.927757,86.6672,8.036045,11.602382,10.276988,12.145742,-2.2147226,6.725117,3.431875,7.0958114,-4.34504,2.0960295,-0.9505063,0.6630418,-1.684903,1.5073687,-1.2479943,-0.9742538,-5.175463,-1.5779632,86,0.261259,0.3494268,0.25940794,0.45960867,0.27280083,0.28608677,0.49881282,0.4602306,0.6708799,0.34320435,0.4157975,0.3599377,0
Three Little Birds,-229.43994,105.79315,-17.763405,22.410526,20.058033,16.913303,8.3863125,4.977661,2.5180266,6.464986,-6.1637354,7.1414113,1.3908881,-4.3413005,1.1457044,0.5845773,-4.9300013,2.348133,-1.2567546,0.48081508,143,0.2585438,0.43442154,0.26972353,0.2788294,0.55895376,0.29448262,0.24608369,0.19366036,0.29649848,0.53756887,0.3197585,0.31440067,0
Three Little Pigs,-151.00803,82.61613,-36.95409,41.42889,3.8890188,22.779938,-11.119298,-1.945421,-6.6940684,4.4762955,-2.0855782,-0.9434708,-15.234293,-7.264934,-7.3597984,-4.5556893,-11.105259,-2.279455,-2.0261555,2.0768237,184,0.54429066,0.38761342,0.3268276,0.3198967,0.31459436,0.34257117,0.40163267,0.45377928,0.40152097,0.46930632,0.46292818,0.41665488,0
Threnody (Bombs Away Remix),-46.973637,57.266083,-19.393183,21.559238,5.8845353,17.687752,7.0046177,15.114108,7.03922,10.418469,3.7109802,7.334814,1.1560149,4.767693,0.3645768,3.4264388,-2.4489815,3.3773634,0.371175,4.4439178,129,0.47234616,0.52389103,0.70082223,0.47263297,0.45712718,0.46047387,0.50092125,0.54524785,0.55881053,0.5479193,0.39820248,0.37274507,0
Thriller,-188.71652,114.24719,-15.758729,-1.4257015,-3.2552595,5.3377986,-3.018946,2.3509207,-3.397521,0.41245177,-5.518611,5.3145027,-3.824815,0.0006377985,-2.7799988,1.0609553,-3.733073,-0.61959064,-2.6485398,0.21706952,117,0.5070919,0.615893,0.44647402,0.48085263,0.53488475,0.4103866,0.4122799,0.38986975,0.44242013,0.43021274,0.42014197,0.481333,0
Throw It Away,-173.09297,81.796936,34.48058,10.8616905,10.609323,1.9722207,-3.3699691,-0.8810384,-1.7948656,4.3288946,-0.76059234,6.2414474,2.6965718,-1.250375,1.9523045,6.3037186,3.142124,11.95376,5.185945,4.824693,99,0.38801557,0.36979654,0.3384507,0.33215192,0.28622285,0.36233425,0.3525055,0.5409217,0.49164578,0.31515774,0.3378149,0.26196367,0
Throw Your Arms Around Me,-79.612144,64.50492,-4.5404353,7.1685886,-1.1468216,0.30337477,-2.5643642,1.3733113,1.6736288,10.973924,-0.93009233,7.5433445,-0.45120028,10.459253,-3.1617637,1.4885309,-3.0019083,5.072611,-2.0375576,0.55048656,161,0.30153838,0.350304,0.63084376,0.4296279,0.3256989,0.31556636,0.3266576,0.2914049,0.3184031,0.4227069,0.3228623,0.29283148,0
Throw Your Hands Up (Dancar Kuduro) (Original Radio Edit),-63.517395,42.538807,5.247645,17.960287,2.021272,6.8958125,-2.0093515,5.8177695,-4.047824,5.0480766,0.22293289,2.5797505,0.48227477,4.7436953,2.7242503,7.551998,0.8570311,4.560834,0.7641348,0.47459155,143,0.4132955,0.5079679,0.5136157,0.5553484,0.4593782,0.41906697,0.40294966,0.5375265,0.57121176,0.5647149,0.47474766,0.38538095,0
Thumbs,-146.92348,100.464165,-36.64917,20.077806,-9.374764,-9.1032295,-8.360385,-12.288629,-4.3291717,-6.898165,-10.7739315,-4.353863,-6.6564493,-3.3127527,-7.560627,-4.0252657,-7.660262,-0.90742433,-3.3183846,2.8620455,135,0.52823234,0.20607543,0.20176177,0.35476252,0.25722042,0.38121778,0.25955456,0.524078,0.24634904,0.20587038,0.3142395,0.2604339,0
Thunder In My Heart,-34.300873,87.53925,-2.43471,18.49538,8.502177,23.566673,3.2605102,7.170829,0.8161185,7.914973,1.2843833,2.9984336,-1.6403121,2.6825345,-2.8752403,1.0905038,-3.8755903,-1.7852777,1.3948542,5.0611377,86,0.32600665,0.44409415,0.83066815,0.44624192,0.3860151,0.41105038,0.20882992,0.26143765,0.21622592,0.34276384,0.18760261,0.18197846,0
Thunderstruck,-147.07895,47.79575,-48.22669,13.020166,-1.9285996,-0.22937205,-11.803327,4.0798936,-6.3618784,-2.1147797,-6.470772,-4.8494735,-12.149806,-8.326384,-7.8063006,-3.3836837,-8.423936,2.8658092,-0.5677876,-8.819764,135,0.2974189,0.34432727,0.38228375,0.68679446,0.44258612,0.3116206,0.45321584,0.31320748,0.36289006,0.4712614,0.43659487,0.541955,0
Thursday,-171.11716,94.57275,17.64629,17.057968,19.092197,-6.541609,-2.4994087,-5.3905964,-8.579675,-2.4044528,-12.239066,-7.6446505,-14.7252865,-7.148737,-14.685017,-12.778154,-14.619681,-5.8813653,-4.5494614,-2.9135647,73,0.1033921,0.2969649,0.617505,0.22201198,0.2655851,0.16197504,0.28286174,0.1360639,0.0999687,0.19583012,0.10116661,0.14042726,0
Ti Amo,-206.66336,110.947624,-3.650818,40.33966,-3.0095282,8.99024,2.3265913,4.6566525,1.8622552,6.345855,-1.8237257,6.045254,-7.509263,1.7700157,-6.265838,-3.657616,-6.000549,4.4429374,1.3557847,-0.2566122,184,0.29784662,0.21191733,0.38779357,0.20089403,0.31869695,0.6307192,0.27213326,0.23511913,0.18118249,0.27291164,0.13921121,0.12866236,0
